id,class,image_path,image_url,name,category,gender,retailer,deeplink,classification_source
LCW-5068684,shirt_top,public/products/lcwaikiki/lcw-5068684/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5068684/front.jpg,Beyaz Polo Yaka Erkek Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/polo-yaka-erkek-tisort-beyaz-o-5068684,type_default
LCW-5072028,outerwear,public/products/lcwaikiki/lcw-5072028/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5072028/front.jpg,Kahverengi Gömlek Yaka Kadın Deri Görünümlü Ceket,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/gomlek-yaka-kadin-deri-gorunumlu-ceket-kahverengi-o-5072028,keyword
LCW-5073948,outerwear,public/products/lcwaikiki/lcw-5073948/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5073948/front.jpg,Yeşil Gömlek Yaka Süet Görünümlü Kadın Ceket,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/gomlek-yaka-suet-gorunumlu-kadin-ceket-yesil-o-5073948,keyword
LCW-5073949,outerwear,public/products/lcwaikiki/lcw-5073949/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5073949/front.jpg,Bej Gömlek Yaka Süet Görünümlü Kadın Ceket,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/gomlek-yaka-suet-gorunumlu-kadin-ceket-bej-o-5073949,keyword
LCW-5073950,outerwear,public/products/lcwaikiki/lcw-5073950/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5073950/front.jpg,Mavi Gömlek Yaka Süet Görünümlü Kadın Ceket,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/gomlek-yaka-suet-gorunumlu-kadin-ceket-mavi-o-5073950,keyword
LCW-5075184,shorts,public/products/lcwaikiki/lcw-5075184/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5075184/front.jpg,Siyah Kısa Boy Erkek Deniz Şortu,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/kisa-boy-erkek-deniz-sortu-siyah-o-5075184,keyword
LCW-5075187,shorts,public/products/lcwaikiki/lcw-5075187/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5075187/front.jpg,Mavi Kısa Boy Erkek Deniz Şortu,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/kisa-boy-erkek-deniz-sortu-mavi-o-5075187,keyword
LCW-5075189,shorts,public/products/lcwaikiki/lcw-5075189/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5075189/front.jpg,Petrol Kısa Boy Erkek Deniz Şortu,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/kisa-boy-erkek-deniz-sortu-petrol-o-5075189,keyword
LCW-5075192,shorts,public/products/lcwaikiki/lcw-5075192/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5075192/front.jpg,Petrol Kısa Boy Erkek Deniz Şortu,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/kisa-boy-erkek-deniz-sortu-petrol-o-5075192,keyword
LCW-5075193,shorts,public/products/lcwaikiki/lcw-5075193/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5075193/front.jpg,Kırmızı Kısa Boy Erkek Deniz Şortu,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/kisa-boy-erkek-deniz-sortu-kirmizi-o-5075193,keyword
LCW-5075198,shorts,public/products/lcwaikiki/lcw-5075198/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5075198/front.jpg,Lacivert Diz Altı Boy Desenli Erkek Deniz Şortu,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/diz-alti-boy-desenli-erkek-deniz-sortu-lacivert-o-5075198,keyword
LCW-5075226,shorts,public/products/lcwaikiki/lcw-5075226/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5075226/front.jpg,Siyah Diz Hizası Boy Desenli Erkek Deniz Şortu,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/diz-hizasi-boy-desenli-erkek-deniz-sortu-siyah-o-5075226,keyword
LCW-5075383,outerwear,public/products/lcwaikiki/lcw-5075383/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5075383/front.jpg,Haki Gömlek Yaka Kadın Ceket,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/gomlek-yaka-kadin-ceket-haki-o-5075383,keyword
LCW-5075384,outerwear,public/products/lcwaikiki/lcw-5075384/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5075384/front.jpg,Bej Gömlek Yaka Kadın Ceket,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/gomlek-yaka-kadin-ceket-bej-o-5075384,keyword
LCW-5075391,outerwear,public/products/lcwaikiki/lcw-5075391/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5075391/front.jpg,Kahverengi Gömlek Yaka Süet Görünümlü Kadın Ceket,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/gomlek-yaka-suet-gorunumlu-kadin-ceket-kahverengi-o-5075391,keyword
LCW-5076660,outerwear,public/products/lcwaikiki/lcw-5076660/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5076660/front.jpg,Kahverengi Standart Kalıp Kapüşonlu Erkek Mont,dis-giyim,erkek,lcwaikiki,https://www.lcw.com/standart-kalip-kapusonlu-erkek-mont-kahverengi-o-5076660,keyword
LCW-5077474,pants,public/products/lcwaikiki/lcw-5077474/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5077474/front.jpg,Beli Lastikli Desenli Geniş Paça Kadın Pantolon Kombini | LCW,alt-giyim,kadin,lcwaikiki,https://www.lcw.com/beli-lastikli-desenli-genis-paca-kadin-pantolon-kahverengi-o-5077474-mix-match,type_default
LCW-5078559,pants,public/products/lcwaikiki/lcw-5078559/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5078559/front.jpg,Siyah Slim Fit Kadın Jean Pantolon,alt-giyim,kadin,lcwaikiki,https://www.lcw.com/slim-fit-kadin-jean-pantolon-siyah-o-5078559,type_default
LCW-5078560,pants,public/products/lcwaikiki/lcw-5078560/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5078560/front.jpg,İndigo Slim Fit Kadın Jean Pantolon,alt-giyim,kadin,lcwaikiki,https://www.lcw.com/slim-fit-kadin-jean-pantolon-indigo-o-5078560,type_default
LCW-5078561,outerwear,public/products/lcwaikiki/lcw-5078561/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5078561/front.jpg,İndigo Gömlek Yaka Kadın Jean Ceket,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/gomlek-yaka-kadin-jean-ceket-indigo-o-5078561,keyword
LCW-5079011,shoe,public/products/lcwaikiki/lcw-5079011/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5079011/front.jpg,Beyaz Bağcıklı Erkek Spor Ayakkabı,ayakkabi,erkek,lcwaikiki,https://www.lcw.com/bagcikli-erkek-spor-ayakkabi-beyaz-o-5079011,type_default
LCW-5079342,shirt_top,public/products/lcwaikiki/lcw-5079342/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5079342/front.jpg,Beyaz Bisiklet Yaka Kadın Tişört,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/bisiklet-yaka-kadin-tisort-beyaz-o-5079342,type_default
LCW-5080839,outerwear,public/products/lcwaikiki/lcw-5080839/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5080839/front.jpg,Bej Kontrast Yaka Kadın Ceket,dis-giyim,kadin,lcwaikiki,https://www.lcw.com/kontrast-yaka-kadin-ceket-bej-o-5080839,keyword
LCW-5082767,pants,public/products/lcwaikiki/lcw-5082767/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5082767/front.jpg,İndigo Wideleg Kadın Jean Pantolon,alt-giyim,kadin,lcwaikiki,https://www.lcw.com/wideleg-kadin-jean-pantolon-indigo-o-5082767,type_default
LCW-5082920,shirt_top,public/products/lcwaikiki/lcw-5082920/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5082920/front.jpg,Siyah Bisiklet Yaka Baskılı Penye Erkek Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/bisiklet-yaka-baskili-penye-erkek-tisort-siyah-o-5082920,type_default
LCW-5082922,shirt_top,public/products/lcwaikiki/lcw-5082922/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5082922/front.jpg,Beyaz Bisiklet Yaka Baskılı Penye Erkek Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/bisiklet-yaka-baskili-penye-erkek-tisort-beyaz-o-5082922,type_default
LCW-5082924,shirt_top,public/products/lcwaikiki/lcw-5082924/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5082924/front.jpg,Mürdüm Bisiklet Yaka Baskılı Penye Erkek Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/bisiklet-yaka-baskili-penye-erkek-tisort-murdum-o-5082924,type_default
LCW-5087912,pants,public/products/lcwaikiki/lcw-5087912/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5087912/front.jpg,İndigo 779 Regular Fit Erkek Jean Pantolon,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/779-regular-fit-erkek-jean-pantolon-indigo-o-5087912,type_default
LCW-5088237,shoe,public/products/lcwaikiki/lcw-5088237/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5088237/front.jpg,Kahverengi Bağcıklı Erkek Loafer Ayakkabı,ayakkabi,erkek,lcwaikiki,https://www.lcw.com/bagcikli-erkek-loafer-ayakkabi-kahverengi-o-5088237,type_default
LCW-5088278,shirt_top,public/products/lcwaikiki/lcw-5088278/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5088278/front.jpg,Siyah V Yaka Kadın Tişört,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/v-yaka-kadin-tisort-siyah-o-5088278,type_default
LCW-5088279,shirt_top,public/products/lcwaikiki/lcw-5088279/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5088279/front.jpg,Beyaz V Yaka Kadın Tişört,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/v-yaka-kadin-tisort-beyaz-o-5088279,type_default
LCW-5088301,shirt_top,public/products/lcwaikiki/lcw-5088301/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5088301/front.jpg,Lacivert Polo Yaka Erkek Sweatshirt,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/polo-yaka-erkek-sweatshirt-lacivert-o-5088301,type_default
LCW-5088303,shirt_top,public/products/lcwaikiki/lcw-5088303/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5088303/front.jpg,Yeşil Polo Yaka Erkek Sweatshirt,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/polo-yaka-erkek-sweatshirt-yesil-o-5088303,type_default
LCW-5088348,shirt_top,public/products/lcwaikiki/lcw-5088348/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5088348/front.jpg,Beyaz Bisiklet Yaka Uzun Kollu Erkek Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/bisiklet-yaka-uzun-kollu-erkek-tisort-beyaz-o-5088348,type_default
LCW-5088350,shirt_top,public/products/lcwaikiki/lcw-5088350/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5088350/front.jpg,Siyah Bisiklet Yaka Uzun Kollu Erkek Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/bisiklet-yaka-uzun-kollu-erkek-tisort-siyah-o-5088350,type_default
LCW-5088436,shirt_top,public/products/lcwaikiki/lcw-5088436/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5088436/front.jpg,Siyah Polo Yaka Uzun Kollu Erkek Sweatshirt,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/polo-yaka-uzun-kollu-erkek-sweatshirt-siyah-o-5088436,type_default
LCW-5088438,shirt_top,public/products/lcwaikiki/lcw-5088438/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5088438/front.jpg,Lacivert Polo Yaka Uzun Kollu Erkek Sweatshirt,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/polo-yaka-uzun-kollu-erkek-sweatshirt-lacivert-o-5088438,type_default
LCW-5088581,pants,public/products/lcwaikiki/lcw-5088581/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5088581/front.jpg,Gri Yüksek Bel Slim Fit Kadın Jean Pantolon,alt-giyim,kadin,lcwaikiki,https://www.lcw.com/yuksek-bel-slim-fit-kadin-jean-pantolon-gri-o-5088581,type_default
LCW-5092681,shirt_top,public/products/lcwaikiki/lcw-5092681/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5092681/front.jpg,Antrasit Bisiklet Yaka Baskılı Erkek Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/bisiklet-yaka-baskili-erkek-tisort-antrasit-o-5092681,type_default
LCW-5092683,shirt_top,public/products/lcwaikiki/lcw-5092683/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5092683/front.jpg,Ekru Bisiklet Yaka Baskılı Erkek Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/bisiklet-yaka-baskili-erkek-tisort-ekru-o-5092683,type_default
LCW-5092685,shirt_top,public/products/lcwaikiki/lcw-5092685/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5092685/front.jpg,Haki Bisiklet Yaka Baskılı Erkek Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/bisiklet-yaka-baskili-erkek-tisort-haki-o-5092685,type_default
LCW-5092725,shirt_top,public/products/lcwaikiki/lcw-5092725/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5092725/front.jpg,Siyah Bağlamalı Yaka Nakışlı Bluz,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/baglamali-yaka-nakisli-bluz-siyah-o-5092725,type_default
LCW-5092729,shirt_top,public/products/lcwaikiki/lcw-5092729/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5092729/front.jpg,Pembe Bağlamalı Yaka Nakışlı Bluz,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/baglamali-yaka-nakisli-bluz-pembe-o-5092729,type_default
LCW-5092731,shirt_top,public/products/lcwaikiki/lcw-5092731/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5092731/front.jpg,Kırmızı Bağlamalı Yaka Nakışlı Bluz,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/baglamali-yaka-nakisli-bluz-kirmizi-o-5092731,type_default
LCW-5092762,shoe,public/products/lcwaikiki/lcw-5092762/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5092762/front.jpg,Gri Bağcıklı File Detaylı Kadın Spor Ayakkabı,ayakkabi,kadin,lcwaikiki,https://www.lcw.com/bagcikli-file-detayli-kadin-spor-ayakkabi-gri-o-5092762,type_default
LCW-5092764,shoe,public/products/lcwaikiki/lcw-5092764/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5092764/front.jpg,Siyah Bağcıklı File Detaylı Kadın Spor Ayakkabı,ayakkabi,kadin,lcwaikiki,https://www.lcw.com/bagcikli-file-detayli-kadin-spor-ayakkabi-siyah-o-5092764,type_default
LCW-5092765,shoe,public/products/lcwaikiki/lcw-5092765/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5092765/front.jpg,Bej Bağcıklı File Detaylı Kadın Spor Ayakkabı,ayakkabi,kadin,lcwaikiki,https://www.lcw.com/bagcikli-file-detayli-kadin-spor-ayakkabi-bej-o-5092765,type_default
LCW-5094090,shorts,public/products/lcwaikiki/lcw-5094090/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5094090/front.jpg,Beyaz Regular Fit Kadın Jean Şort Etek,alt-giyim,kadin,lcwaikiki,https://www.lcw.com/regular-fit-kadin-jean-sort-etek-beyaz-o-5094090,keyword
LCW-5094411,shirt_top,public/products/lcwaikiki/lcw-5094411/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5094411/front.jpg,Yeşil Bağlamalı Yaka Nakışlı Bluz,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/baglamali-yaka-nakisli-bluz-yesil-o-5094411,type_default
LCW-5096162,shorts,public/products/lcwaikiki/lcw-5096162/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5096162/front.jpg,Yeşil Kısa Boy Erkek Deniz Şortu,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/kisa-boy-erkek-deniz-sortu-yesil-o-5096162,keyword
LCW-5096240,shirt_top,public/products/lcwaikiki/lcw-5096240/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5096240/front.jpg,Siyah Bağlamalı Yaka Desenli Bluz,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/baglamali-yaka-desenli-bluz-siyah-o-5096240,type_default
LCW-5097003,pants,public/products/lcwaikiki/lcw-5097003/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5097003/front.jpg,Kahverengi Standart Kalıp Gabardin Erkek Chino Pantolon,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/standart-kalip-gabardin-erkek-chino-pantolon-kahverengi-o-5097003,type_default
LCW-5097380,shirt_top,public/products/lcwaikiki/lcw-5097380/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5097380/front.jpg,İndigo Regular Fit Erkek Jean Gömlek,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/regular-fit-erkek-jean-gomlek-indigo-o-5097380,type_default
LCW-5097448,pants,public/products/lcwaikiki/lcw-5097448/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5097448/front.jpg,Gri 745 Baggy Fit Erkek Jean Pantolon,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/745-baggy-fit-erkek-jean-pantolon-gri-o-5097448,type_default
LCW-5100832,shoe,public/products/lcwaikiki/lcw-5100832/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5100832/front.jpg,Siyah Bağcıklı Erkek Spor Ayakkabı,ayakkabi,erkek,lcwaikiki,https://www.lcw.com/bagcikli-erkek-spor-ayakkabi-siyah-o-5100832,type_default
LCW-5103298,shirt_top,public/products/lcwaikiki/lcw-5103298/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5103298/front.jpg,Bordo %100 Pamuk Regular Fit Basic Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/100-pamuk-regular-fit-basic-tisort-bordo-o-5103298,type_default
LCW-5103365,shirt_top,public/products/lcwaikiki/lcw-5103365/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5103365/front.jpg,Siyah Bisiklet Yaka Kadın Tişört,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/bisiklet-yaka-kadin-tisort-siyah-o-5103365,type_default
LCW-5103366,shirt_top,public/products/lcwaikiki/lcw-5103366/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5103366/front.jpg,Kahverengi Bisiklet Yaka Kadın Tişört,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/bisiklet-yaka-kadin-tisort-kahverengi-o-5103366,type_default
LCW-5103594,shirt_top,public/products/lcwaikiki/lcw-5103594/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5103594/front.jpg,Ekru Fırfırlı Dik Yaka Kadın Body,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/firfirli-dik-yaka-kadin-body-ekru-o-5103594,type_default
LCW-5103598,shirt_top,public/products/lcwaikiki/lcw-5103598/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5103598/front.jpg,Bordo Fırfırlı Dik Yaka Kadın Body,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/firfirli-dik-yaka-kadin-body-bordo-o-5103598,type_default
LCW-5103610,shirt_top,public/products/lcwaikiki/lcw-5103610/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5103610/front.jpg,Mavi Polo Yaka Erkek Triko Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/polo-yaka-erkek-triko-tisort-mavi-o-5103610,type_default
LCW-5104389,outerwear,public/products/lcwaikiki/lcw-5104389/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5104389/front.jpg,Bej Gömlek Yaka Oversize Kadın Ceket,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/gomlek-yaka-oversize-kadin-ceket-bej-o-5104389,keyword
LCW-5105480,outerwear,public/products/lcwaikiki/lcw-5105480/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5105480/front.jpg,Bordo Bisiklet Yaka Oversize Kadın Ceket,dis-giyim,kadin,lcwaikiki,https://www.lcw.com/bisiklet-yaka-oversize-kadin-ceket-bordo-o-5105480,keyword
LCW-5105481,outerwear,public/products/lcwaikiki/lcw-5105481/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5105481/front.jpg,Sarı Bisiklet Yaka Oversize Kadın Ceket,dis-giyim,kadin,lcwaikiki,https://www.lcw.com/bisiklet-yaka-oversize-kadin-ceket-sari-o-5105481,keyword
LCW-5105688,shorts,public/products/lcwaikiki/lcw-5105688/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5105688/front.jpg,Antrasit Standart Kalıp Erkek Jean Şort,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/standart-kalip-erkek-jean-sort-antrasit-o-5105688,keyword
LCW-5107771,pants,public/products/lcwaikiki/lcw-5107771/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5107771/front.jpg,İndigo Mom Fit Kadın Jean Pantolon,alt-giyim,kadin,lcwaikiki,https://www.lcw.com/mom-fit-kadin-jean-pantolon-indigo-o-5107771,type_default
LCW-5107774,pants,public/products/lcwaikiki/lcw-5107774/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5107774/front.jpg,İndigo Mom Fit Kadın Jean Pantolon,alt-giyim,kadin,lcwaikiki,https://www.lcw.com/mom-fit-kadin-jean-pantolon-indigo-o-5107774,type_default
LCW-5107933,pants,public/products/lcwaikiki/lcw-5107933/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5107933/front.jpg,İndigo Wideleg Kadın Jean Pantolon,alt-giyim,kadin,lcwaikiki,https://www.lcw.com/wideleg-kadin-jean-pantolon-indigo-o-5107933,type_default
LCW-5108020,dress_jumpsuit,public/products/lcwaikiki/lcw-5108020/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5108020/front.jpg,Siyah Balon Kollu Müslin Uzun Elbise,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/balon-kollu-muslin-uzun-elbise-siyah-o-5108020,keyword
LCW-5108021,dress_jumpsuit,public/products/lcwaikiki/lcw-5108021/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5108021/front.jpg,Kahverengi Balon Kollu Müslin Uzun Elbise,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/balon-kollu-muslin-uzun-elbise-kahverengi-o-5108021,keyword
LCW-5110132,outerwear,public/products/lcwaikiki/lcw-5110132/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5110132/front.jpg,Siyah Pamuklu Standart Fit Normal Kesim Dik Yaka Triko Erkek Fermuarlı Sweatshirt Hırka,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/siyah-pamuklu-standart-fit-normal-kesim-dik-yaka-triko-erkek-fermuarli-sweatshirt-hirka-siyah-o-5110132,keyword
LCW-5110133,outerwear,public/products/lcwaikiki/lcw-5110133/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5110133/front.jpg,Bordo Pamuklu Standart Fit Normal Kesim Dik Yaka Triko Erkek Fermuarlı Sweatshirt Hırka,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/bordo-pamuklu-standart-fit-normal-kesim-dik-yaka-triko-erkek-fermuarli-sweatshirt-hirka-bordo-o-5110133,keyword
LCW-5110136,outerwear,public/products/lcwaikiki/lcw-5110136/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5110136/front.jpg,Lacivert Pamuklu Standart Fit Normal Kesim Dik Yaka Triko Erkek Fermuarlı Sweatshirt Hırka,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/lacivert-pamuklu-standart-fit-normal-kesim-dik-yaka-triko-erkek-fermuarli-sweatshirt-hirka-lacivert-o-5110136,keyword
LCW-5110259,shirt_top,public/products/lcwaikiki/lcw-5110259/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5110259/front.jpg,Kırmızı Bisiklet Yaka Oversize Kadın Kalın Sweatshirt,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/bisiklet-yaka-oversize-kadin-kalin-sweatshirt-kirmizi-o-5110259,type_default
LCW-5111255,shirt_top,public/products/lcwaikiki/lcw-5111255/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5111255/front.jpg,Haki Dokulu Kadın Gömlek Tunik,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/dokulu-kadin-gomlek-tunik-haki-o-5111255,type_default
LCW-5111257,shirt_top,public/products/lcwaikiki/lcw-5111257/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5111257/front.jpg,Lacivert Dokulu Kadın Gömlek Tunik,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/dokulu-kadin-gomlek-tunik-lacivert-o-5111257,type_default
LCW-5111259,shirt_top,public/products/lcwaikiki/lcw-5111259/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5111259/front.jpg,Kahverengi Dokulu Kadın Gömlek Tunik,ust-giyim,kadin,lcwaikiki,https://www.lcw.com/dokulu-kadin-gomlek-tunik-kahverengi-o-5111259,type_default
LCW-5115464,shirt_top,public/products/lcwaikiki/lcw-5115464/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5115464/front.jpg,İndigo Bisiklet Yaka Erkek Spor Tişört,ust-giyim,erkek,lcwaikiki,https://www.lcw.com/bisiklet-yaka-erkek-spor-tisort-indigo-o-5115464,type_default
LCW-5115477,shorts,public/products/lcwaikiki/lcw-5115477/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5115477/front.jpg,Gri Standart Kalıp Erkek Spor Şort,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/standart-kalip-erkek-spor-sort-gri-o-5115477,keyword
LCW-5116663,pants,public/products/lcwaikiki/lcw-5116663/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5116663/front.jpg,İndigo Baggy Fit Erkek Jean Pantolon,alt-giyim,erkek,lcwaikiki,https://www.lcw.com/baggy-fit-erkek-jean-pantolon-indigo-o-5116663,type_default
LCW-5116986,outerwear,public/products/lcwaikiki/lcw-5116986/front.jpg,https://moda-ruby.vercel.app/products/lcwaikiki/lcw-5116986/front.jpg,Bordo Kapüşonlu Oversize Kadın Şişme Mont,dis-giyim,erkek,lcwaikiki,https://www.lcw.com/kapusonlu-oversize-kadin-sisme-mont-bordo-o-5116986,keyword
